Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance,Georeference
24-64FNO-CR,FREEDOM CRANE INCORPORATED,NO DBA,Corporation,No,No,None Listed,600 SAWKILL RD,NOT APPLICABLE,KINGSTON,NY,12401,8457503264,12/20/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.01261 41.97693)
24-64YLL-CR,FREEDOM IRON WORKS INC,NO DBA,Corporation,No,No,None Listed,4160 INDUSTRIAL PL,NOT APPLICABLE,ISLAND PARK,NY,11558,5167640006,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.64843 40.60785)
25-64VEP-CR,FRESH MEADOW ELECTRICAL CONTRACTORS LLC,NO DBA,LLC,No,No,None Listed,6501 FRESH MEADOW LN,NOT APPLICABLE,FRESH MEADOWS,NY,11365,7189616634,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.79505 40.73616)
25-64VVX-CR,FRESH MEADOW MECHANICAL CORP,NO DBA,Corporation,No,No,None Listed,6501 FRESH MEADOW LN,NOT APPLICABLE,FRESH MEADOWS,NY,11365,7189616634,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.79505 40.73616)
25-64VVZ-CR,FRESH MEADOW MECHANICAL PLUMBING LLC,NO DBA,LLC,No,No,None Listed,6501 FRESH MEADOW LN,NOT APPLICABLE,FRESH MEADOWS,NY,11365,7189616634,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.79505 40.73616)
24-635D1-CR,FREY  CAMPBELL INC,NO DBA,Corporation,No,No,None Listed,PO BOX 219,NOT APPLICABLE,HAMMONDSPORT,NY,14840,6075692297,12/3/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,No,Yes,No,Yes,Yes,No,Unknown
24-63AUZ-CR,FREY ELECTRIC CONSTRUCTION CO INC,NO DBA,Corporation,No,No,None Listed,100 PEARCE AVE,NOT APPLICABLE,TONAWANDA,NY,14150,7168741710,11/22/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-78.89383 42.99223)
24-63AE1-CR,FRIEND COMMERCIAL CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,12638 STATE ROUTE 30,NOT APPLICABLE,MALONE,NY,12953,5185342629,11/21/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.30181 44.72556)
25-64KF9-CR,FRINKHAMLETT LEGAL SOLUTIONS INC,NO DBA,Corporation,Yes,No,None Listed,8 W 126TH ST,3RD FLOOR,NEW YORK,NY,10027,2013578975,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.94248 40.80739)
25-64SRG-CR,FROMKIN BROTHERS INC,NO DBA,Corporation,No,No,None Listed,125 CLEARVIEW RD,NOT APPLICABLE,EDISON,NJ,08837,7322255300,2/6/2025,2/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.33157 40.51567)
24-635GF-CR,FRONTIER GLASS INC,NO DBA,Corporation,No,No,None Listed,175 COLVIN ST,NOT APPLICABLE,ROCHESTER,NY,14611,5852350180,12/3/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.64115 43.15387)
24-64DP3-CR,FRONTIERKEMPER CONSTRUCTORS INC,NO DBA,Corporation,No,No,None Listed,15900 OLDEN ST,NOT APPLICABLE,RANCHO CASCADES,CA,91342,8183622062,12/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,Yes,Yes,No,POINT (-118.4767 34.31213)
24-64JVD-CR,FRONT LINE ADVISORY GROUP LLC,NO DBA,LLC,No,No,None Listed,4207 US HWY 290,SUITE 108,DRIPPING SPRINGS,TX,78620,5125870680,12/31/2024,12/31/2026,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-98.01542 30.19754)
25-64P3E-CR,FRONTLINE CONSTRUCTION AND SUPPLY LLC,NO DBA,LLC,No,No,None Listed,2101 KENMORE AVE,SUITE 1,BUFFALO,NY,14207,7168078324,1/13/2025,1/13/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.89366 42.96258)
24-64R7D-CR,FRSIX LLC,NO DBA,LLC,No,No,None Listed,474 48TH AVE,NOT APPLICABLE,LONG ISLAND CITY,NY,11109,6176946321,12/20/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.95704 40.74477)
24-63SZ1-CR,FSC SYSTEMS LLC,FSC SYSTEMS LLC,LLC,No,No,None Listed,33 INSTITUTE ST,NOT APPLICABLE,JAMESTOWN,NY,14701,7166645336,11/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-79.23598 42.09475)
25-64IIU-CR,F  S ENVIRONMENTAL INC,NO DBA,Corporation,No,No,None Listed,24 WINDSOR RDG DR,NOT APPLICABLE,LANCASTER,NY,14086,7166835939,2/5/2025,2/5/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.66202 42.8698)
25-64QAH-CR,FSM LAPENNA HVAC INC,NO DBA,Corporation,No,No,None Listed,178 HERRICKS RD,NOT APPLICABLE,MINEOLA,NY,11501,5165353945,1/15/2025,1/15/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.65408 40.74083)
24-637UJ-CR,FSR CONTRACTING INC,FSR CONTRACTING INC,Corporation,No,No,None Listed,4140 SOUTH TAYLOR RD,NOT APPLICABLE,ORCHARD PARK,NY,14127,7168221200,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-78.76595 42.77062)
25-64ZJL-CR,FTS PRECISE HEATING  COOLING LLC,NO DBA,LLC,Yes,No,None Listed,3200 BRUNER AVE,NOT APPLICABLE,BRONX,NY,10469,9175575976,2/10/2025,2/10/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.83927 40.87481)
25-64PNV-CR,FULL CAPACITY FIRE CONSULTANTS CORP,NO DBA,Corporation,No,No,None Listed,76 BENNINGTON AVE,NOT APPLICABLE,FREEPORT,NY,11520,5168683473,1/10/2025,1/10/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.57519 40.65802)
24-64FI3-CR,FULLER DEVELOPMENT COMPANY INC,NO DBA,Corporation,No,No,None Listed,5 RENAISSANCE SQ,42ND FLOOR,WHITE PLAINS,NY,10601,9147696500,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.76797 41.03327)
25-64PBI-CR,FULL FINISH PAINTING CORP,NO DBA,Corporation,Yes,No,None Listed,30 MATTHEW ST,NOT APPLICABLE,FARMINGDALE,NY,11735,5165866316,1/10/2025,1/10/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.43787 40.71218)
24-64BZ5-CR,FULL SERVICE CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,510 EAGLE AVE,NOT APPLICABLE,WEST HEMPSTEAD,NY,11552,5164859005,12/16/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.65167 40.68601)
24-64BNB-CR,FULTON PEAK LLC,FULTON PEAK LLC,LLC,No,Yes,Naeem  Akhtar,1024 EAST 12 ST,NOT APPLICABLE,BROOKYLN,NY,11230,5189861419,12/13/2024,12/29/2026,Active,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes,POINT (-73.96405 40.62422)
25-64OIR-CR,FUOCO ENTERPRISES LLC,ADVANCED HOOD CLEANING SOLUTIONS,LLC,No,No,None Listed,7358 RICHMOND MILLS RD,NOT APPLICABLE,LIVONIA,NY,14487,5859918750,1/21/2025,1/21/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.61161 42.82155)
24-64GLL-CR,FURNITURE PRO CORPORATION,NO DBA,Corporation,No,No,None Listed,971 ROUTE 45,SUITE 214,POMONA,NY,10970,8453622061,12/26/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.03436 41.16962)
24-64F6R-CR,FUSION DIGITAL LLC,NO DBA,LLP,No,No,None Listed,300 MAIN ST,STE 4104,EAST ROCHESTER,NY,14445,5852187390,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.48355 43.11281)
25-64PUD-CR,FUSIONTECH COMMUNICATIONS LLC,NO DBA,LLC,No,No,None Listed,102 DORSA AVE,NOT APPLICABLE,LIVINGSTON,NJ,07068,9732874010,1/13/2025,1/13/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-74.34095 40.80963)
24-64YO7-CR,FUTURE SHOCK ARCHITECTURAL METALS  GLASS CORP,NO DBA,Corporation,No,No,None Listed,775 MARCONI AVE,NOT APPLICABLE,RONKONKOMA,NY,11779,6314741014,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.11956 40.7964)
25-64UD1-CR,FW CONSTRUCTION CORP OF ROCHESTER,NO DBA,Corporation,No,No,None Listed,664 RDG RD,NOT APPLICABLE,WEBSTER,NY,14580,5857397937,1/29/2025,1/29/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.48909 43.20449)
24-64B8U-CR,G2 READY MIX CONCRETE LLC,NO DBA,LLC,No,No,None Listed,223 WALL ST,NOT APPLICABLE,HUNTINGTON,NY,11743,7185949846,12/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.42548 40.87911)
24-64ED8-CR,GAA CONSTRUCTION INC,NO DBA,Corporation,Yes,No,None Listed,1883 LINCOLN AVE,NOT APPLICABLE,EAST MEADOW,NY,11554,3475382034,12/30/2024,12/30/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.56205 40.71892)
25-64J7G-CR,GABES TRUCKING LLC,NO DBA,LLC,Yes,No,None Listed,3791 SPLIT ROCK RD,NOT APPLICABLE,CAMILLUS,NY,13031,3154262850,1/2/2025,1/2/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.2503 43.02097)
24-64NH5-CR,GABRIEL STEEL ERECTORS INC,NO DBA,Corporation,No,No,None Listed,36 MAYBROOK RD,NOT APPLICABLE,MONTGOMERY,NY,12549,8457693000,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,Yes,Yes,No,POINT (-74.2307 41.48699)
25-64KHG-CR,GALAXY ELECTRIC CORP,NO DBA,Corporation,No,No,None Listed,6502 11TH AVE,NOT APPLICABLE,BROOKLYN,NY,11219,7188337171,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.00606 40.62851)
25-64JZO-CR,GALAXY G C GROUP LLC,NO DBA,LLC,No,No,None Listed,3152 ALBANY CRESCENT,NOT APPLICABLE,BRONX,NY,10463,7186017000,1/2/2025,1/2/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.90248 40.87946)
25-64K91-CR,GALEOPS CORP,NO DBA,Corporation,No,No,None Listed,307 GARFIELD AVE,NOT APPLICABLE,MINEOLA,NY,11501,6462471249,1/6/2025,1/6/2027,Active,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes,POINT (-73.6467 40.74276)
24-64DHO-CR,GALLINGERLILLY PLUMBING  HEATING INC,NO DBA,Corporation,No,No,None Listed,409 GRANT AVE RD,NOT APPLICABLE,AUBURN,NY,13021,3152520470,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.53582 42.96823)
24-63AS5-CR,GALLO CONSTRUCTION CORPORATION,GALLO CONSTRUCTION CORP,Corporation,No,No,None Listed,50 LINCOLN AVE,NOT APPLICABLE,WATERVLIET,NY,12189,5182730234,11/22/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No,POINT (-73.7172 42.71811)
25-64VE5-CR,GALLOP CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,1317 UNION AVE,NOT APPLICABLE,ELMONT,NY,11003,9293543461,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.6893 40.70572)
24-63547-CR,GALUSHA  SONS LLC,NO DBA,LLC,No,No,None Listed,PO BOX 4787,NOT APPLICABLE,QUEENSBURY,NY,12804,5187610400,12/4/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,Unknown
24-64YNK-CR,GALVIN BROS INC,NO DBA,Corporation,No,No,None Listed,149 STEAMBOAT RD,NOT APPLICABLE,GREAT NECK,NY,11024,5164663785,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.74959 40.80858)
24-64NGD-CR,GALVIN BROS  MADHUE CONTRACTING JV,NO DBA,Partnership,No,No,None Listed,149 STEAMBOAT RD,NOT APPLICABLE,GREAT NECK,NY,11024,5164663785,12/17/2024,12/29/2026,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.74959 40.80858)
25-64J4K-CR,GAMBINO INSULATION INC,COLER INSULATION,Corporation,No,No,None Listed,1194 SCANDIA DR,NOT APPLICABLE,WEBSTER,NY,14580,5856260629,1/2/2025,1/2/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.4382 43.23824)
24-636HB-CR,G AND M MECHANICAL INC,NO DBA,Corporation,No,No,None Listed,25 BROOKLYN AVE,NOT APPLICABLE,MASSAPEQUA,NY,11758,5167856581,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.47813 40.67706)
24-637JV-CR,GANEM CONTRACTING CORP,GANEM CONTRACTING CORP,Corporation,No,No,None Listed,PO BOX 1349,NOT APPLICABLE,CLIFTON PARK,NY,12065,5188777941,12/6/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,Unknown
25-641OK-CR,GANNON CONTRACTING LLC,NO DBA,Corporation,No,No,None Listed,49 WEST 38TH ST,6TH FLOOR,NEW YORK,NY,10018,2123824210,1/27/2025,1/27/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.98501 40.75193)
24-64NL3-CR,GARCIA MARBLE  TILE INC,NO DBA,Corporation,Yes,No,None Listed,231 WEST 29TH ST,SUITE 305,NEW YORK,NY,10001,7189325141,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-73.99451 40.74852)
24-63ZZL-CR,GARDEN GROVE CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,120 MARINA DR,SUITE 205,ROCHESTER,NY,14626,5853524410,11/20/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-77.69769 43.18284)
25-64KB7-CR,GARDENVILLE LANDSCAPING AND NURSERY LLC,NO DBA,Corporation,No,No,None Listed,3069 CLINTON ST,NOT APPLICABLE,WEST SENECA,NY,14224,7168222017,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.76718 42.86189)
25-64OJ9-CR,GARLAND FIRE SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,33 TEC ST,NOT APPLICABLE,HICKSVILLE,NY,11801,5162233189,1/21/2025,1/21/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.5437 40.75894)
24-637SF-CR,GARNET TECHNOLOGY SOLUTIONS INC,NO DBA,Corporation,No,No,None Listed,2811 US ROUTE 9,NOT APPLICABLE,VALATIE,NY,12184,5187581900,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.68463 42.41857)
25-64TL6-CR,GARRATTCALLAHAN COMPANY,NO DBA,Corporation,No,No,None Listed,50 INGOLD RD,NOT APPLICABLE,BURLINGAME,CA,94010,6506975811,1/24/2025,1/24/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-122.37862 37.59542)
24-64E3T-CR,GARRISON ENTERPRISE INC,NO DBA,Corporation,No,No,None Listed,211 WEST ELMER RD,NOT APPLICABLE,VINELAND,NJ,08360,8566926696,12/30/2024,12/30/2026,Active,No,Out of State,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-75.03181 39.45942)
25-64AJF-CR,GARRITY ASPHALT RECLAIMING INC,NO DBA,Corporation,No,No,None Listed,22 PETERS RD,NOT APPLICABLE,BLOOMFIELD,NY,06002,8602432300,2/13/2025,2/13/2027,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-72.73448 41.858)
25-64LY4-CR,GARTNER EQUIPMENT CO INC,NO DBA,Corporation,No,No,None Listed,PO BOX 11199,NOT APPLICABLE,SYRACUSE,NY,13218,3154768321,1/31/2025,1/31/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-639A8-CR,GASPARINI LANDSCAPING CO INC,NO DBA,Corporation,No,No,None Listed,5072 SMORAL RD,NOT APPLICABLE,CAMILLUS,NY,13031,3154884261,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.25295 43.02368)
25-64KAF-CR,GATEWAY DEMOCIVIL CORP,NO DBA,Corporation,Yes,No,None Listed,41 BETHPAGE RD,NOT APPLICABLE,HICKSVILLE,NY,11801,5169351700,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.51851 40.77343)
24-64YJD-CR,GATEWAY INSULATION INC,NO DBA,Corporation,No,No,None Listed,141 MERRITTS RD,NOT APPLICABLE,FARMINGDALE,NY,11735,5167771710,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.45883 40.72633)
24-633IU-CR,GATO FLOORING LLC,NO DBA,LLC,Yes,No,None Listed,839 BROAD ST,SUITE 2,UTICA,NY,13501,3157905508,11/26/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.21024 43.09867)
24-64NL6-CR,GATORS SPECIALTY FINISHES LLC,NO DBA,LLC,No,No,None Listed,5854 SOUTHGATE DR,NOT APPLICABLE,AUBURN,NY,13021,3154066606,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-76.5631 42.90042)
24-64BZZ-CR,GATZ SITEWORK AND LANDSCAPE CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,PO BOX 104,NOT APPLICABLE,MATTITUCK,NY,11952,6312988877,12/16/2024,12/16/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,Unknown
25-64V3B-CR,GAZEBO CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,11 OVAL DR,NOT APPLICABLE,ISLANDIA,NY,11749,7187281770,1/8/2025,1/8/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.18946 40.80263)
25-64VZF-CR,GBT CONSTRUCTION CORP,DECK AND PATIO CO,Corporation,No,No,None Listed,635 PULASKI RD,NOT APPLICABLE,GREENLAWN,NY,11740,6315498100,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.35289 40.86847)
24-64JBV-CR,GCCOM CONSTRUCTION COMPANY INC,NO DBA,Corporation,Yes,No,None Listed,1835 130TH ST,NOT APPLICABLE,COLLEGE POINT,NY,11356,7184616000,12/31/2024,12/31/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.83867 40.78213)
24-64RUZ-CR,G C ENVIRONMENTAL INC,GC ENVIRONMENTAL INC,Corporation,No,No,None Listed,94 N CLINTON AVE,NOT APPLICABLE,BAY SHORE,NY,11706,6312063700,12/20/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.25904 40.72373)
24-6366S-CR,GC FLOORING INC,NO DBA,Corporation,No,No,None Listed,43 GOLDEN POND TRL,NOT APPLICABLE,SPENCERPORT,NY,14559,5854141180,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-77.7682 43.19862)
24-63AEZ-CR,GCN INTERIORS LLC,NO DBA,LLC,No,No,None Listed,6641 COMMERCE BLVD,SUITE B,SYRACUSE,NY,13211,3152144991,11/21/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.09394 43.09362)
24-64BPK-CR,G CONSTRUCTION ENTERPRISES LLC,NO DBA,LLC,No,No,None Listed,94 N CLINTON AVE,NOT APPLICABLE,BAY SHORE,NY,11706,6312063700,12/16/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.25904 40.72373)
25-64ZS3-CR,GCU ENVIRONMENTAL SOLUTIONS CORP,GC UPSTATE ENVIRONMENTAL SOLUTIONS CORP,Corporation,No,No,None Listed,196 LAUREL RD,NOT APPLICABLE,EAST NORTHPORT,NY,11731,6313920626,2/11/2025,2/11/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.3293 40.88652)
24-6366Q-CR,GC UPSTATE ENVIRONMENTAL SOLUTIONS CORP,NO DBA,Corporation,No,No,None Listed,196 LAUREL RD,NOT APPLICABLE,EAST NORTHPORT,NY,11731,6313920626,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.3293 40.88652)
